p_partkey,p_name,p_mfgr,p_brand,p_type actual,p_size,p_container,p_retailprice,p_comment,p_type
203,mint dodger chiffon honeydew cornflower,Manufacturer#5,Brand#55,STANDARD ANODIZED STEEL,42,MED BAG,1103.2,usual instructio,129
204,black slate smoke chartreuse royal,Manufacturer#5,Brand#54,LARGE BURNISHED COPPER,22,SM JAR,1104.2,egular pl,37
205,tomato beige indian royal cyan,Manufacturer#5,Brand#54,ECONOMY PLATED NICKEL,2,JUMBO DRUM,1105.2, blithely regular,18
206,sienna chocolate wheat peru ivory,Manufacturer#2,Brand#25,LARGE ANODIZED NICKEL,23,JUMBO CAN,1106.2,ng theodolites ,28
207,blush burlywood lawn bisque royal,Manufacturer#3,Brand#35,STANDARD PLATED COPPER,48,MED CAN,1107.2,"lar, ",142
208,medium pink floral green blue,Manufacturer#3,Brand#35,LARGE PLATED COPPER,5,MED PACK,1108.2,l deposits wak,42
209,almond plum spring midnight lime,Manufacturer#1,Brand#11,ECONOMY PLATED STEEL,6,MED CAN,1109.2, haggle a,19
210,indian sienna maroon rosy mint,Manufacturer#3,Brand#32,ECONOMY BURNISHED TIN,5,LG JAR,1110.21,ly until the flu,15
211,brown white lace azure cyan,Manufacturer#3,Brand#32,MEDIUM ANODIZED NICKEL,43,LG PKG,1111.21,s cajole ,53
212,dodger sandy azure linen blanched,Manufacturer#5,Brand#53,PROMO BRUSHED BRASS,42,JUMBO BOX,1112.21,uffily fin,81
213,forest midnight sky frosted royal,Manufacturer#3,Brand#35,SMALL POLISHED COPPER,14,WRAP CAN,1113.21,der slyly accor,122
214,burnished midnight dodger tan powder,Manufacturer#4,Brand#41,PROMO PLATED BRASS,30,LG BAG,1114.21,"quests. regular, fi",91
215,tomato peach beige olive burnished,Manufacturer#5,Brand#52,ECONOMY BURNISHED NICKEL,19,SM PACK,1115.21, the carefully i,13
216,lace antique tomato white metallic,Manufacturer#4,Brand#45,MEDIUM PLATED NICKEL,35,MED JAR,1116.21,gside of the unus,68
217,lemon powder sandy moccasin magenta,Manufacturer#5,Brand#52,PROMO PLATED COPPER,44,MED DRUM,1117.21,heodolites integrat,92
218,sandy misty magenta chocolate blanched,Manufacturer#4,Brand#41,PROMO BURNISHED TIN,24,WRAP PACK,1118.21, furiously,90
219,khaki hot ivory floral aquamarine,Manufacturer#4,Brand#45,PROMO ANODIZED BRASS,31,MED JAR,1119.21,riously ironic reque,76
220,lemon steel almond white orchid,Manufacturer#1,Brand#14,PROMO BRUSHED BRASS,25,MED CASE,1120.22,heodolites sleep. c,81
221,chartreuse deep lawn smoke dark,Manufacturer#5,Brand#51,PROMO BRUSHED COPPER,7,LG DRUM,1121.22,ld asymptotes sleep ca,82
222,linen blanched seashell deep aquamarine,Manufacturer#3,Brand#33,LARGE ANODIZED BRASS,35,LG CASE,1122.22,"ross the ironic, un",26
223,rose blanched indian tomato hot,Manufacturer#3,Brand#33,LARGE ANODIZED STEEL,29,MED BAG,1123.22,ons. even depos,29
224,drab magenta burlywood dim blanched,Manufacturer#1,Brand#13,STANDARD POLISHED NICKEL,46,WRAP BOX,1124.22,y special depos,148
225,cornsilk frosted burlywood papaya spring,Manufacturer#4,Brand#45,ECONOMY BRUSHED TIN,23,MED CASE,1125.22,ts ca,10
226,cyan powder honeydew linen lace,Manufacturer#3,Brand#33,PROMO ANODIZED STEEL,7,SM PKG,1126.22,ular packages. some,79
227,metallic yellow dim deep cream,Manufacturer#4,Brand#44,SMALL BRUSHED TIN,21,LG PACK,1127.22, silent r,110
228,goldenrod violet midnight blue white,Manufacturer#4,Brand#44,ECONOMY PLATED STEEL,12,SM DRUM,1128.22,f the fluffily,19
229,orchid gainsboro coral black blush,Manufacturer#1,Brand#15,SMALL POLISHED STEEL,19,MED CAN,1129.22,ng to the quick,124
230,thistle midnight cream seashell cyan,Manufacturer#5,Brand#51,STANDARD PLATED STEEL,20,SM PKG,1130.23,fter the ironic pin,144
231,orchid violet aquamarine firebrick slate,Manufacturer#5,Brand#51,MEDIUM BURNISHED COPPER,17,MED PACK,1131.23,ffily. fur,62
232,ivory purple spring tan cornsilk,Manufacturer#5,Brand#53,LARGE BURNISHED NICKEL,50,SM PKG,1132.23,"r, unusual requests ",38
233,black cornflower chiffon hot saddle,Manufacturer#3,Brand#34,MEDIUM ANODIZED BRASS,25,SM PACK,1133.23,ully ironic,51
234,azure olive burnished dim green,Manufacturer#1,Brand#13,MEDIUM ANODIZED NICKEL,26,WRAP BOX,1134.23, furiously special ,53
235,aquamarine midnight red cornsilk chocolate,Manufacturer#3,Brand#32,ECONOMY BRUSHED COPPER,4,MED JAR,1135.23,s. carefully regular d,7
236,antique lawn gainsboro goldenrod papaya,Manufacturer#5,Brand#55,ECONOMY ANODIZED STEEL,31,LG JAR,1136.23,ss packages hag,4
237,black orange coral floral antique,Manufacturer#2,Brand#25,LARGE BURNISHED TIN,49,SM DRUM,1137.23,g the furiously,40
238,green medium lavender antique honeydew,Manufacturer#3,Brand#34,SMALL POLISHED TIN,35,LG CAN,1138.23,"d, expres",125
239,medium dodger pink cyan drab,Manufacturer#2,Brand#24,LARGE PLATED NICKEL,36,WRAP DRUM,1139.23,lites are perman,43
240,honeydew burlywood linen red forest,Manufacturer#3,Brand#32,MEDIUM BURNISHED NICKEL,1,LG CAN,1140.24,ructions.,63
241,chocolate metallic powder papaya pale,Manufacturer#5,Brand#51,STANDARD BRUSHED COPPER,3,WRAP CASE,1141.24, quickly regular fo,132
242,magenta deep lawn linen navy,Manufacturer#3,Brand#35,SMALL POLISHED STEEL,42,LG BAG,1142.24,ously final theodo,124
243,bisque slate olive mint dim,Manufacturer#3,Brand#32,MEDIUM ANODIZED STEEL,49,SM BOX,1143.24,ress sentim,54
244,midnight brown magenta maroon tan,Manufacturer#5,Brand#51,ECONOMY BURNISHED BRASS,48,LG BOX,1144.24,ns use above the ir,11
245,medium orange violet dim pale,Manufacturer#2,Brand#23,PROMO BURNISHED BRASS,39,JUMBO PKG,1145.24, instructions. ca,86
246,burlywood aquamarine pink deep peru,Manufacturer#2,Brand#21,PROMO BRUSHED BRASS,18,SM CAN,1146.24,e caref,81
247,misty frosted brown chartreuse cornsilk,Manufacturer#5,Brand#53,LARGE BURNISHED BRASS,4,JUMBO PACK,1147.24,r accounts. carefully,36
248,saddle burlywood red pale orchid,Manufacturer#1,Brand#15,SMALL PLATED BRASS,8,MED PACK,1148.24,furiously fluffily,116
249,lawn red burnished saddle medium,Manufacturer#4,Brand#44,ECONOMY BURNISHED BRASS,15,LG JAR,1149.24, excuses kindle f,11
250,honeydew ghost drab firebrick sky,Manufacturer#4,Brand#44,PROMO POLISHED NICKEL,35,WRAP CASE,1150.25,nstructions affix furi,98
251,chocolate sky gainsboro misty orchid,Manufacturer#1,Brand#15,STANDARD BRUSHED NICKEL,41,WRAP CAN,1151.25,inal ideas aff,133
252,coral saddle misty deep black,Manufacturer#1,Brand#11,PROMO PLATED NICKEL,22,WRAP DRUM,1152.25,e slyly after the de,93
253,blanched gainsboro turquoise black linen,Manufacturer#4,Brand#45,PROMO ANODIZED TIN,16,LG PKG,1153.25,"he even, re",80
254,linen frosted purple dark almond,Manufacturer#4,Brand#44,MEDIUM PLATED TIN,10,MED JAR,1154.25,ly at t,70
255,almond peach indian burlywood spring,Manufacturer#2,Brand#21,LARGE ANODIZED NICKEL,24,JUMBO CAN,1155.25,fter the c,28
256,pink cornsilk sienna dodger grey,Manufacturer#3,Brand#32,LARGE BURNISHED TIN,2,SM DRUM,1156.25,bove the fur,40
257,chocolate yellow green ghost peach,Manufacturer#4,Brand#41,ECONOMY POLISHED COPPER,11,SM JAR,1157.25,riously final foxes,22
258,blue frosted blanched orchid slate,Manufacturer#4,Brand#43,STANDARD ANODIZED COPPER,18,WRAP DRUM,1158.25,leep blith,127
259,ghost chocolate floral rosy blush,Manufacturer#2,Brand#23,SMALL BURNISHED BRASS,41,WRAP PACK,1159.25,l platelets. evenly ,111
260,brown thistle light burnished chartreuse,Manufacturer#5,Brand#55,STANDARD ANODIZED STEEL,10,LG BAG,1160.26, haggle f,129
261,floral puff olive burlywood forest,Manufacturer#4,Brand#41,STANDARD POLISHED TIN,44,JUMBO PACK,1161.26,ges was i,150
262,drab lace blue lawn powder,Manufacturer#5,Brand#52,MEDIUM PLATED NICKEL,16,JUMBO BAG,1162.26,lar theodolites. f,68
263,linen violet pink lace honeydew,Manufacturer#1,Brand#14,ECONOMY BURNISHED COPPER,46,MED CASE,1163.26,ly ironic the,12
264,plum firebrick seashell linen dodger,Manufacturer#1,Brand#14,SMALL BURNISHED TIN,23,SM CAN,1164.26,ake. noto,115
265,maroon misty dim olive royal,Manufacturer#4,Brand#43,SMALL POLISHED STEEL,19,WRAP CASE,1165.26, slyly ac,124
266,aquamarine metallic ivory magenta brown,Manufacturer#4,Brand#43,ECONOMY BRUSHED STEEL,25,LG DRUM,1166.26,odoli,9
267,pink salmon misty royal linen,Manufacturer#2,Brand#24,LARGE POLISHED BRASS,41,JUMBO PACK,1167.26,ckly speci,46
268,ghost dim light lemon violet,Manufacturer#2,Brand#22,MEDIUM PLATED NICKEL,8,MED JAR,1168.26, carefully sil,68
269,blush navajo frosted orange snow,Manufacturer#1,Brand#13,LARGE PLATED BRASS,5,WRAP BOX,1169.26,ully about the ca,41
270,maroon misty olive pale snow,Manufacturer#2,Brand#25,PROMO BURNISHED COPPER,45,MED BAG,1170.27,ly even pinto beans. c,87
271,lace floral hot grey rosy,Manufacturer#5,Brand#52,PROMO PLATED COPPER,32,MED PKG,1171.27, fluffy acco,92
272,red purple rose brown pale,Manufacturer#5,Brand#52,LARGE POLISHED BRASS,39,LG PKG,1172.27, furiousl,46
273,black white sky brown forest,Manufacturer#2,Brand#25,STANDARD BRUSHED BRASS,50,LG BOX,1173.27,ackages along the,131
274,blush lavender snow papaya blue,Manufacturer#2,Brand#23,MEDIUM POLISHED STEEL,46,LG JAR,1174.27,hless accounts prin,74
275,wheat chiffon dim antique sienna,Manufacturer#4,Brand#45,LARGE BURNISHED BRASS,37,SM BOX,1175.27,equests,36
276,orange sandy dim linen goldenrod,Manufacturer#2,Brand#25,SMALL BRUSHED COPPER,5,LG JAR,1176.27,iously.,107
277,grey navajo rosy ghost blush,Manufacturer#4,Brand#43,ECONOMY ANODIZED NICKEL,49,JUMBO JAR,1177.27,arefully special dep,3
278,antique mint brown goldenrod red,Manufacturer#4,Brand#42,STANDARD BURNISHED NICKEL,49,SM JAR,1178.27, bold p,138
279,saddle olive dark bisque rose,Manufacturer#3,Brand#35,SMALL ANODIZED BRASS,27,MED CASE,1179.27,eans boos,101
280,bisque goldenrod drab ivory almond,Manufacturer#2,Brand#21,STANDARD BURNISHED STEEL,33,LG CAN,1180.28,"egular, s",139
281,blanched lemon blue plum almond,Manufacturer#1,Brand#12,SMALL PLATED STEEL,7,MED CAN,1181.28,regula,119
282,dark floral tan burlywood sandy,Manufacturer#1,Brand#11,SMALL BRUSHED COPPER,44,WRAP CAN,1182.28,packages. final ex,107
283,metallic brown lace maroon chiffon,Manufacturer#1,Brand#12,SMALL PLATED TIN,8,SM DRUM,1183.28, above the i,120
284,burlywood khaki dodger hot black,Manufacturer#5,Brand#51,ECONOMY POLISHED COPPER,9,MED DRUM,1184.28,its haggle fu,22
285,cream lavender olive floral chartreuse,Manufacturer#2,Brand#25,LARGE ANODIZED TIN,42,SM PACK,1185.28, the furiously fi,30
286,slate deep almond cornsilk lime,Manufacturer#5,Brand#53,MEDIUM POLISHED TIN,1,WRAP CASE,1186.28," foxes. regular, fi",75
287,mint almond thistle blush chocolate,Manufacturer#1,Brand#15,SMALL PLATED NICKEL,27,SM DRUM,1187.28,"y even foxes. final,",118
288,moccasin purple yellow chocolate navy,Manufacturer#2,Brand#23,STANDARD BURNISHED BRASS,31,SM CASE,1188.28,dencies mold among the,136
289,green peach olive deep royal,Manufacturer#4,Brand#43,PROMO POLISHED TIN,40,LG CASE,1189.28,odolites sleep care,100
290,black misty indian moccasin drab,Manufacturer#1,Brand#12,LARGE BURNISHED BRASS,19,JUMBO JAR,1190.29,according to t,36
291,goldenrod antique rosy white moccasin,Manufacturer#5,Brand#54,ECONOMY PLATED BRASS,26,SM JAR,1191.29,kages alo,16
292,navajo tan chiffon ivory royal,Manufacturer#1,Brand#12,SMALL PLATED NICKEL,2,MED CAN,1192.29,zzle among t,118
293,bisque navy azure goldenrod red,Manufacturer#5,Brand#52,STANDARD POLISHED STEEL,24,SM PACK,1193.29,onic requests,149
294,forest white indian drab rose,Manufacturer#2,Brand#24,ECONOMY POLISHED TIN,35,SM JAR,1194.29,truct,25
295,blush lace almond indian sky,Manufacturer#2,Brand#25,MEDIUM BURNISHED NICKEL,49,JUMBO JAR,1195.29,ully ironic ,63
296,tan papaya dodger grey cornflower,Manufacturer#1,Brand#13,LARGE BURNISHED BRASS,28,SM PKG,1196.29,", regul",36
297,hot powder deep bisque chartreuse,Manufacturer#2,Brand#22,LARGE BURNISHED STEEL,23,LG PACK,1197.29,e of the slyl,39
298,azure lace puff metallic indian,Manufacturer#4,Brand#45,PROMO BRUSHED COPPER,13,JUMBO CAN,1198.29,al deposits wake,82
299,chartreuse salmon dim royal papaya,Manufacturer#4,Brand#41,STANDARD ANODIZED COPPER,26,WRAP PKG,1199.29,regular dol,127
300,light cream antique lemon royal,Manufacturer#4,Brand#44,PROMO ANODIZED BRASS,1,WRAP PACK,1200.3,tructions int,76
301,goldenrod burnished rose coral seashell,Manufacturer#4,Brand#42,ECONOMY BRUSHED STEEL,6,WRAP CAN,1201.3,orges,9
302,cyan ivory sky midnight gainsboro,Manufacturer#4,Brand#41,PROMO POLISHED BRASS,34,SM BAG,1202.3, ideas. special asy,96
303,black gainsboro blue azure navajo,Manufacturer#4,Brand#45,ECONOMY PLATED BRASS,7,JUMBO CASE,1203.3,yly according,16
304,forest burnished cream smoke gainsboro,Manufacturer#4,Brand#43,SMALL POLISHED NICKEL,12,LG DRUM,1204.3,ly regu,123
305,lemon blue burlywood rose tomato,Manufacturer#1,Brand#15,SMALL ANODIZED TIN,6,SM BAG,1205.3,ake above ,105
306,lemon brown peru red frosted,Manufacturer#3,Brand#33,SMALL BURNISHED NICKEL,25,LG PKG,1206.3, regular req,113
307,peru aquamarine powder firebrick goldenrod,Manufacturer#2,Brand#21,LARGE BURNISHED BRASS,30,WRAP DRUM,1207.3,eas. e,36
308,thistle midnight dim seashell red,Manufacturer#2,Brand#21,STANDARD BURNISHED BRASS,40,WRAP JAR,1208.3,ngside of the s,136
309,brown smoke chartreuse orchid chiffon,Manufacturer#4,Brand#42,LARGE ANODIZED NICKEL,49,JUMBO PKG,1209.3,lly even c,28
310,burlywood sienna cream beige navajo,Manufacturer#1,Brand#14,ECONOMY BRUSHED NICKEL,32,MED JAR,1210.31,arefully. requ,8
311,firebrick tomato moccasin orchid drab,Manufacturer#4,Brand#44,MEDIUM PLATED TIN,18,LG DRUM,1211.31,"final,",70
312,maroon drab medium papaya frosted,Manufacturer#3,Brand#32,PROMO BURNISHED STEEL,29,MED CASE,1212.31,nts doze slyly. d,89
313,moccasin midnight tomato lime royal,Manufacturer#3,Brand#34,PROMO BRUSHED TIN,13,WRAP PACK,1213.31,nly regular,85
314,cornsilk magenta indian turquoise midnight,Manufacturer#3,Brand#35,STANDARD PLATED STEEL,14,LG DRUM,1214.31,ular deposits. ,144
315,navy orchid cornflower cornsilk mint,Manufacturer#2,Brand#23,LARGE ANODIZED BRASS,20,LG JAR,1215.31,s was slyly pac,26
316,thistle cream lace honeydew forest,Manufacturer#4,Brand#41,MEDIUM BRUSHED TIN,9,MED CASE,1216.31,deposits haggle,60
317,linen peru chiffon black cream,Manufacturer#1,Brand#15,LARGE POLISHED STEEL,34,JUMBO BOX,1217.31,e furiously regular pa,49
318,moccasin rose sandy powder orange,Manufacturer#1,Brand#12,PROMO BURNISHED NICKEL,20,JUMBO CASE,1218.31,ar re,88
319,royal midnight bisque spring pink,Manufacturer#3,Brand#31,MEDIUM BURNISHED TIN,44,LG BOX,1219.31,kages boost along ,65
320,chiffon brown beige burnished rose,Manufacturer#5,Brand#53,LARGE ANODIZED STEEL,26,WRAP DRUM,1220.32,structions a,29
321,papaya lace cornsilk cream misty,Manufacturer#5,Brand#51,ECONOMY ANODIZED STEEL,9,SM JAR,1221.32,tructions boost car,4
322,dark black rosy coral hot,Manufacturer#3,Brand#35,STANDARD PLATED STEEL,32,JUMBO CASE,1222.32,uses. blithely pendin,144
323,moccasin beige blanched linen ghost,Manufacturer#4,Brand#41,MEDIUM BRUSHED BRASS,15,MED CASE,1223.32,ular pi,56
324,goldenrod ivory beige violet cream,Manufacturer#2,Brand#25,SMALL PLATED TIN,36,SM BAG,1224.32,ages. requests wake.,120
325,linen metallic green cornsilk orange,Manufacturer#1,Brand#15,LARGE PLATED COPPER,22,MED PACK,1225.32,ackages. slyly pendin,42
326,cornsilk bisque hot misty deep,Manufacturer#3,Brand#34,LARGE ANODIZED STEEL,48,JUMBO CAN,1226.32,aggle slyly special f,29
327,metallic lavender midnight lemon violet,Manufacturer#2,Brand#23,PROMO POLISHED BRASS,14,SM PACK,1227.32,regular,96
328,cornflower grey snow burlywood mint,Manufacturer#3,Brand#34,PROMO POLISHED COPPER,24,JUMBO CASE,1228.32,ronic dependencies,97
329,beige aquamarine chiffon chocolate azure,Manufacturer#3,Brand#31,MEDIUM ANODIZED NICKEL,21,LG PKG,1229.32,. quickly pending pa,53
330,royal grey mint floral deep,Manufacturer#3,Brand#35,LARGE PLATED COPPER,18,LG JAR,1230.33,efully pending depend,42
331,metallic indian coral cream medium,Manufacturer#2,Brand#25,SMALL BURNISHED COPPER,15,WRAP JAR,1231.33, the slyly iron,112
332,olive cornflower dark blanched saddle,Manufacturer#2,Brand#24,STANDARD BRUSHED BRASS,14,SM CAN,1232.33,instru,131
333,chocolate goldenrod light brown navy,Manufacturer#2,Brand#21,ECONOMY POLISHED COPPER,1,LG DRUM,1233.33,accordi,22
334,thistle plum violet seashell goldenrod,Manufacturer#3,Brand#31,ECONOMY PLATED BRASS,32,LG JAR,1234.33,deas. blithely express,16
335,navajo linen steel grey turquoise,Manufacturer#3,Brand#32,SMALL BRUSHED COPPER,3,SM JAR,1235.33,ly ironic deposits h,107
336,maroon lavender goldenrod slate deep,Manufacturer#2,Brand#25,PROMO ANODIZED TIN,3,WRAP JAR,1236.33,nto beans.,80
337,magenta goldenrod blanched white lime,Manufacturer#2,Brand#23,MEDIUM BRUSHED COPPER,29,MED DRUM,1237.33,uests. carefully fin,57
338,cyan forest pink olive dodger,Manufacturer#1,Brand#14,LARGE ANODIZED NICKEL,26,JUMBO JAR,1238.33,of th,28
339,lace deep plum light orchid,Manufacturer#2,Brand#23,PROMO BURNISHED COPPER,14,LG PACK,1239.33,across the slyly expre,87
340,gainsboro saddle moccasin chartreuse light,Manufacturer#2,Brand#23,STANDARD BRUSHED TIN,3,JUMBO BOX,1240.34,l ideas wake. quic,135
341,light smoke dodger sienna blue,Manufacturer#4,Brand#45,PROMO POLISHED COPPER,34,MED PKG,1241.34,ully regular a,97
342,saddle hot brown peach rose,Manufacturer#4,Brand#43,LARGE BURNISHED NICKEL,37,JUMBO CAN,1242.34,riously final pac,38
343,grey ghost burlywood plum hot,Manufacturer#3,Brand#35,PROMO ANODIZED NICKEL,7,SM JAR,1243.34,s-- ironic foxes boost,78
344,lime pale chocolate linen white,Manufacturer#4,Brand#45,LARGE ANODIZED TIN,39,SM BOX,1244.34, according to the pend,30
345,beige turquoise tan black powder,Manufacturer#4,Brand#45,ECONOMY BURNISHED NICKEL,22,LG CAN,1245.34,un carefull,13
346,medium brown beige ivory plum,Manufacturer#5,Brand#51,ECONOMY BRUSHED COPPER,8,LG PKG,1246.34,benea,7
347,burnished deep rosy azure salmon,Manufacturer#3,Brand#34,SMALL ANODIZED TIN,28,WRAP BAG,1247.34,"r, even instruct",105
348,goldenrod floral peach brown gainsboro,Manufacturer#5,Brand#53,MEDIUM POLISHED STEEL,16,WRAP BOX,1248.34, pending,74
349,slate bisque dark gainsboro cornsilk,Manufacturer#2,Brand#24,ECONOMY BURNISHED NICKEL,12,MED JAR,1249.34,tes. unusual acco,13
350,sky beige bisque black chiffon,Manufacturer#3,Brand#32,STANDARD ANODIZED NICKEL,25,WRAP CAN,1250.35,luffily p,128
351,slate pale spring seashell purple,Manufacturer#3,Brand#32,STANDARD PLATED TIN,48,WRAP CAN,1251.35,sts integrate. bl,145
352,honeydew cyan papaya hot lavender,Manufacturer#4,Brand#42,MEDIUM BURNISHED BRASS,44,JUMBO CAN,1252.35,lites ne,61
353,azure linen moccasin sky aquamarine,Manufacturer#3,Brand#34,PROMO BURNISHED TIN,43,WRAP JAR,1253.35,final packages use,90
354,coral midnight misty plum olive,Manufacturer#4,Brand#42,PROMO BURNISHED STEEL,38,LG CAN,1254.35,d requests wake ,89
355,smoke chartreuse salmon blush azure,Manufacturer#5,Brand#52,ECONOMY POLISHED NICKEL,16,JUMBO JAR,1255.35, slyly bold theodoli,23
356,royal pink papaya lavender honeydew,Manufacturer#1,Brand#14,STANDARD BRUSHED NICKEL,46,WRAP BAG,1256.35,according to the furio,133
357,seashell peru powder drab orchid,Manufacturer#4,Brand#42,STANDARD PLATED COPPER,19,SM DRUM,1257.35,s use at,142
358,sandy chartreuse spring blanched drab,Manufacturer#2,Brand#24,STANDARD POLISHED BRASS,39,JUMBO PACK,1258.35,g grouches use slyly,146
359,drab chartreuse olive saddle chocolate,Manufacturer#3,Brand#35,PROMO PLATED BRASS,19,LG DRUM,1259.35,ithely ,91
360,moccasin saddle yellow antique blue,Manufacturer#3,Brand#35,SMALL POLISHED COPPER,14,WRAP BOX,1260.36,. bold,122
361,chiffon green light forest burlywood,Manufacturer#5,Brand#52,SMALL ANODIZED COPPER,42,WRAP DRUM,1261.36, dolphins. carefully r,102
362,sienna ghost dim lime pink,Manufacturer#1,Brand#13,ECONOMY POLISHED COPPER,9,JUMBO BAG,1262.36,accounts. furi,22
363,rosy aquamarine black coral burnished,Manufacturer#2,Brand#22,MEDIUM ANODIZED BRASS,16,WRAP JAR,1263.36,ideas. regular ac,51
364,violet almond frosted dim chiffon,Manufacturer#4,Brand#43,LARGE BRUSHED NICKEL,21,MED PKG,1264.36,ach caref,33
365,olive lemon chartreuse floral honeydew,Manufacturer#3,Brand#31,SMALL POLISHED STEEL,8,LG CAN,1265.36,efully regula,124
366,antique puff aquamarine honeydew royal,Manufacturer#5,Brand#53,ECONOMY BURNISHED STEEL,46,WRAP DRUM,1266.36,unts cajole,14
367,navajo lavender cream chiffon ghost,Manufacturer#2,Brand#23,STANDARD PLATED BRASS,2,JUMBO PACK,1267.36,ly about the tithe,141
368,antique dodger indian moccasin powder,Manufacturer#5,Brand#52,ECONOMY BRUSHED TIN,8,SM PACK,1268.36,"t the even, ",10
369,grey hot sky dodger drab,Manufacturer#2,Brand#21,SMALL POLISHED BRASS,11,SM BOX,1269.36,ilent request,121
370,dodger lime steel maroon smoke,Manufacturer#5,Brand#52,LARGE BRUSHED COPPER,46,JUMBO BOX,1270.37,ost quickly against,32
